confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"The temperature at which book paper catches fire and burns... Rather mesmerizing book I'm reading now, written in the 1950's and still relevant even today. Before reading it, I didn't realize it was a utopia kind of story and while I've read 1984 and Brave New World, this book just didn't come to...",3670664,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"If a person possesses a fever, what does he do?If it is not too significant, then drinking meds will do the trick.However, you will need professional advice if you have a significant disease.Negotiating a credit card debt settlement requires an expert.It would be a hard task for a normal person t...",879113f7ec959bd12153b837828ff48e,male,PAN13-EN,6840b151c4d7e9898535450f,It was amazing,I agree,5,4
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Many of the town's citizens decided to take part in the peace march. People of all different backgrounds and races attended. They all carried banners and signs proclaiming their peaceful, progressive beliefs. Young and old people alike were in attendance, lending their support. Later, a march focusing on police excesses followed.",37480_1,Male,PASTEL,6840b151c4d7e9898535450f,It was amazing,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,All or Nothing Uhh I know when he's been on your mind That distant look is in your eyes I thought with time you'd realize It's over over It's not the way I choose to live And something somewhere's got to give As sharing this relationship gets older older You know I'd fight for you But how I can f...,3531507,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"  technology in schools is for everyone  The African mango scam myth is blown out of the water, read about it here.  Watch this video to get info on the African mango scam myth  Is there an African mango scam or not?  read all about the African mango scam debate  Is the African mango scam really ...",682d9b4fc0ab9c306a99f4b8af476023,female,PAN13-EN,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,I dunno. Sometimes I just think I'm doing too many things at once... But I'll give it a try for a few days...Slaving away at university at a stupid programme to save some stuff to disk. Sucks. And I wanna see football (soccer!?) instead. But there's still hours to go.That keeper really saved us t...,3441444,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,5,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"As intelligent as I am, I overlooked a key setting for my blog. Anyone can now leave a comment on my page. It appears I have ammused myself!! Tada!Forget limitations for a few minutes. Does anyone believe that things happen for a reason? Well forget that you have to make your destiny. You have to...",3287062,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Todae, Sundae nite.... again mus think of tml... the dae to face the weekdaes again and to face all of those hw and test tt will be given by the teachers... But anyway, todae was quite a good dae compared to those of the others... Todae, i am able to do my hw without my dad's presence and tt i m ...",4256898,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"I thought this whole having kids thingy was a good idea. I mean my parents did it, millions of people have done it, so it cannot be 'that' bad....Ha! I was hood-winked, hornswoggled, led astray! It is VERY difficult, mentally, and you end up bone weary physically. For example, my 3 year old has j...",4178158,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,1,4
1: Not Confident. You were unsure or found the text ambiguous,,1: Very Feminine,"Hey this is my first post so i hope i don't disapoint you, whoever you are found out about this site from a friend(  ) and thought the concept of a way to post your ideas and thoughts for free was alright so here i am typin'. well i guess i'll talk about today. well sleeped in till 11am. got up a...",3690904,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,1,1
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Hey all! I am feeling refreshed today! I went to  church today and I feel like a ton of wieght has just FALLEN off of me. It was time to shake them demons off . . . it was time to reflect on my life, the purpose of my life and I needed to search and find out what god has created me for! Yes I sai...",3658006,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
1: Not Confident. You were unsure or found the text ambiguous,,1: Very Feminine,"And I feel, so much depends on the weather So is it raining in your bedroom? And I see, that these are the eyes of disarray Would you even care? Stone Temple Pilots I’ve been listening to Core for the past few weeks, on and off. The critics dismissed STP’s first album as a mediocre Nirvana knocko...",4162841,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,1,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,Welcome to the first day of class. Each class will be keeping a 'BLOG' as a way of accessing and rembering content that we cover in class. Each day one of you will be posting a summary of what we did in class. Writing this summary will earn you five bonus points to be added to your grade. Anyone ...,4301799,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,finished my first homemade ride today! Need for Speed: Underground... u can really taste the garden-grown goodness. i hope the southern public has a need for speed - 'cuz i got a need for their money! i'm actually impressed by the $50 video editing software i bought for the gig - it gives the ill...,4109640,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"In honor of this bag's main color, I'm gonna post in bright green. Here's a story... A few months ago, there was a lil kitty who got a book called 'Stitch N Bitch: The Knitter's Handbook'. For the next two weeks, she kept flipping through, reading it like a novel. Sometimes, she even held off goi...",3985734,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,people of my blogg i will not be using blogger anymore i will be using xanga so... i'll see ya'll on my comments bye oh yeah! my xanga address is hey it's me again ... here is what i'm doing to today.... To start off i went to church and sat with becca after church i went to golden corral with th...,3956655,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,I am still not smokingI am happy to say that I have not smoked one cigarrette. It has been super hard and I have been a little short with people lately. I do not care what anyone says. It is not in your head. I recieved a comment that fights with my sister would be funny. So since we recently had...,3358494,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,It was day one of the outdoor classroom. The instructors were showing the kids what to look for. They had the chance to hold new creatures and learn about them. Along with the chance to try to catch butterflies. A very exciting day was had by them all.,23551_0,Female,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,6841eaf1a77941aa86041c54,Non for now,I agree,4,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Every Autumn, the family gathers at the lake. They always bring the last fruit picked from home. The family loves to visit the lake to go fishing. The house has a porch to sit in peach near the water. The best vacation is to watch the water.",19424_2,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates,17143_2,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,5,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon.,19480_2,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"The most common pet turtles are aquatic turtles, which incorporate the Red-Eared Slider. Aquatic turtles are much more energetic than terrestrial turtles and so they are inclined to eat much more meat. Aquatic turtles will also carry on to try to eat meat as they age, while terrestrial turtles tr...",e5a6d8168390e5f8159e1a46a0c24222,male,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"After the long wait, the site and domain is up and running. About damn time....This site will soon be transferring over to my new domain at  PocketKangaroos.com . The site name originates from the poker hand of being dealt two kings right at the start.What a crummy stretch the Cubs are on of late...",3722582,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Formerly, people usually hold stereotyped perspective towards reproduction watches. For them, these fake watches are add up to something substandard. Really, it isn't completely precise. That would depend on which sort of high quality ultimately you'll choose. designer bags Individuals of high qu...",f4e3f40e377964df134e0c7d406e6c1,female,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"This is one thing to keep in mind when it arrives to picking out the amount of protection that the beneficiary gets on your passing. The more coverage you have, the far more the top quality is heading to be general each and every and every single month that you have the method.Devoid of living in...",a6491163663d01551d7cf8adc7fba343,male,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,How To Advance Search Engine Optimization SEO By way of Social MediaSearch Engine Optimisation (Seo) is definitely critical for having your web page ranked hugely in big research engine results' pages. But it's not generally as uncomplicated as acquiring an eye-catching webpage full of hyperlinks...,653c298a881861ccf5188ab63fa37ee2,male,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"14:55 I dare not make that phone call. It shouldn't matter, and we all agreed it wouldnt, so why have i put it off so long? 20:00 Plucked up the energy. Rang singer - no answer.11:35 Found out the info. on tele, hour after hour watching, for a glimpse, and then what, what would i do, or have achi...",4096193,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,The napkins were set the platter was arranged bautifully the walls properly decorated the entertainment had arrived lets get ready to pary,13826_2,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Of course, the crowd is gathering for a meeting in a special location. It was time for the speaker to appear as a guest. He arrived at this important venue and spoke to the people He gave a speech during the session and the people sat down to hear him. After his speech, he posed for photographs with the attendees.",38553_0,Female,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Sometimes I have a crazy notion that runs through my head. It's actually more like a recurring question that puzzles me at odd times and places but usually when I see some otherwise taken for granted ingenious invention. For example, it happened this past Sunday as I sat in an Emergency Room wait...",4012951,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"He entered the office building and went to the directory to find the office he needed to visit. He headed upstairs and found the sign for Loyalty, Fidelity, Broccoli. He went inside and saw a group of chairs, one being upside down. He looked out the window and down to the street and saw a tow truck. The windows were small.",23361_1,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,5,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,On a trip to the market I many birds hovering around the stands. Someone bought a vegetable after seeing the crowd was subsiding in front of the stand. There are many vegetables in the market to be seen as I strolled through and one stand in paticular had a very large amount. There was a lot of variety and unsual people to see. Best of all the tomatoes were perfect that I found.,21122_1,Female,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"i have decided that i am going to lose at least 20 pounds by the time school starts. as of last sunday, i have lost 4! i have been riding my bike and walking around my neighborhood, so far everything is going well. im sick of all of my friends (that are an average of 130 pounds) calling thems sel...",3751196,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,6841eaf1a77941aa86041c54,Non for now,I agree,5,1
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"Okay everybody get ready, it's about to begin Who is this lady standing next to me? I knew somebody would take her off my hands someday. I hope nobody notices this is not enough food. It really wasn't enough food too many people decided to show up.",29974_4,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,4,2
1: Not Confident. You were unsure or found the text ambiguous,,2: Somewhat Feminine,"With all the services and present day products currently being uncovered every day and deliver into use for the betterment of folks, today the most critical facility and care that is essential by most men and women out in the earth is the medical treatment and medical facilities. With escalating ...",c0f2f080e01177df5ac35d18dedb3831,female,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,2,1
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"The temperature at which book paper catches fire and burns... Rather mesmerizing book I'm reading now, written in the 1950's and still relevant even today. Before reading it, I didn't realize it was a utopia kind of story and while I've read 1984 and Brave New World, this book just didn't come to...",3670664,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"If a person possesses a fever, what does he do?If it is not too significant, then drinking meds will do the trick.However, you will need professional advice if you have a significant disease.Negotiating a credit card debt settlement requires an expert.It would be a hard task for a normal person t...",879113f7ec959bd12153b837828ff48e,male,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Many of the town's citizens decided to take part in the peace march. People of all different backgrounds and races attended. They all carried banners and signs proclaiming their peaceful, progressive beliefs. Young and old people alike were in attendance, lending their support. Later, a march focusing on police excesses followed.",37480_1,Male,PASTEL,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,All or Nothing Uhh I know when he's been on your mind That distant look is in your eyes I thought with time you'd realize It's over over It's not the way I choose to live And something somewhere's got to give As sharing this relationship gets older older You know I'd fight for you But how I can f...,3531507,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,3
1: Not Confident. You were unsure or found the text ambiguous,,2: Somewhat Feminine,"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,2,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,5,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"  technology in schools is for everyone  The African mango scam myth is blown out of the water, read about it here.  Watch this video to get info on the African mango scam myth  Is there an African mango scam or not?  read all about the African mango scam debate  Is the African mango scam really ...",682d9b4fc0ab9c306a99f4b8af476023,female,PAN13-EN,6841eaf1a77941aa86041c54,Non for now,I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,I dunno. Sometimes I just think I'm doing too many things at once... But I'll give it a try for a few days...Slaving away at university at a stupid programme to save some stuff to disk. Sucks. And I wanna see football (soccer!?) instead. But there's still hours to go.That keeper really saved us t...,3441444,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"As intelligent as I am, I overlooked a key setting for my blog. Anyone can now leave a comment on my page. It appears I have ammused myself!! Tada!Forget limitations for a few minutes. Does anyone believe that things happen for a reason? Well forget that you have to make your destiny. You have to...",3287062,0,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"Todae, Sundae nite.... again mus think of tml... the dae to face the weekdaes again and to face all of those hw and test tt will be given by the teachers... But anyway, todae was quite a good dae compared to those of the others... Todae, i am able to do my hw without my dad's presence and tt i m ...",4256898,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,3,2
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"I thought this whole having kids thingy was a good idea. I mean my parents did it, millions of people have done it, so it cannot be 'that' bad....Ha! I was hood-winked, hornswoggled, led astray! It is VERY difficult, mentally, and you end up bone weary physically. For example, my 3 year old has j...",4178158,1,BLOG,6841eaf1a77941aa86041c54,Non for now,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Hey this is my first post so i hope i don't disapoint you, whoever you are found out about this site from a friend(  ) and thought the concept of a way to post your ideas and thoughts for free was alright so here i am typin'. well i guess i'll talk about today. well sleeped in till 11am. got up a...",3690904,0,BLOG,6848b86c31ff951705fe0721,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"Hey all! I am feeling refreshed today! I went to  church today and I feel like a ton of wieght has just FALLEN off of me. It was time to shake them demons off . . . it was time to reflect on my life, the purpose of my life and I needed to search and find out what god has created me for! Yes I sai...",3658006,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"And I feel, so much depends on the weather So is it raining in your bedroom? And I see, that these are the eyes of disarray Would you even care? Stone Temple Pilots I’ve been listening to Core for the past few weeks, on and off. The critics dismissed STP’s first album as a mediocre Nirvana knocko...",4162841,0,BLOG,6848b86c31ff951705fe0721,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Welcome to the first day of class. Each class will be keeping a 'BLOG' as a way of accessing and rembering content that we cover in class. Each day one of you will be posting a summary of what we did in class. Writing this summary will earn you five bonus points to be added to your grade. Anyone ...,4301799,1,BLOG,6848b86c31ff951705fe0721,,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,finished my first homemade ride today! Need for Speed: Underground... u can really taste the garden-grown goodness. i hope the southern public has a need for speed - 'cuz i got a need for their money! i'm actually impressed by the $50 video editing software i bought for the gig - it gives the ill...,4109640,0,BLOG,6848b86c31ff951705fe0721,,I agree,4,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"In honor of this bag's main color, I'm gonna post in bright green. Here's a story... A few months ago, there was a lil kitty who got a book called 'Stitch N Bitch: The Knitter's Handbook'. For the next two weeks, she kept flipping through, reading it like a novel. Sometimes, she even held off goi...",3985734,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,people of my blogg i will not be using blogger anymore i will be using xanga so... i'll see ya'll on my comments bye oh yeah! my xanga address is hey it's me again ... here is what i'm doing to today.... To start off i went to church and sat with becca after church i went to golden corral with th...,3956655,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,I am still not smokingI am happy to say that I have not smoked one cigarrette. It has been super hard and I have been a little short with people lately. I do not care what anyone says. It is not in your head. I recieved a comment that fights with my sister would be funny. So since we recently had...,3358494,1,BLOG,6848b86c31ff951705fe0721,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,5: Very Masculine,It was day one of the outdoor classroom. The instructors were showing the kids what to look for. They had the chance to hold new creatures and learn about them. Along with the chance to try to catch butterflies. A very exciting day was had by them all.,23551_0,Female,PASTEL,6848b86c31ff951705fe0721,,I agree,5,2
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,6848b86c31ff951705fe0721,,I agree,2,4
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Every Autumn, the family gathers at the lake. They always bring the last fruit picked from home. The family loves to visit the lake to go fishing. The house has a porch to sit in peach near the water. The best vacation is to watch the water.",19424_2,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates,17143_2,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon.,19480_2,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,1,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"The most common pet turtles are aquatic turtles, which incorporate the Red-Eared Slider. Aquatic turtles are much more energetic than terrestrial turtles and so they are inclined to eat much more meat. Aquatic turtles will also carry on to try to eat meat as they age, while terrestrial turtles tr...",e5a6d8168390e5f8159e1a46a0c24222,male,PAN13-EN,6848b86c31ff951705fe0721,,I agree,3,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"After the long wait, the site and domain is up and running. About damn time....This site will soon be transferring over to my new domain at  PocketKangaroos.com . The site name originates from the poker hand of being dealt two kings right at the start.What a crummy stretch the Cubs are on of late...",3722582,0,BLOG,6848b86c31ff951705fe0721,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Formerly, people usually hold stereotyped perspective towards reproduction watches. For them, these fake watches are add up to something substandard. Really, it isn't completely precise. That would depend on which sort of high quality ultimately you'll choose. designer bags Individuals of high qu...",f4e3f40e377964df134e0c7d406e6c1,female,PAN13-EN,6848b86c31ff951705fe0721,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,"This is one thing to keep in mind when it arrives to picking out the amount of protection that the beneficiary gets on your passing. The more coverage you have, the far more the top quality is heading to be general each and every and every single month that you have the method.Devoid of living in...",a6491163663d01551d7cf8adc7fba343,male,PAN13-EN,6848b86c31ff951705fe0721,,I agree,2,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,How To Advance Search Engine Optimization SEO By way of Social MediaSearch Engine Optimisation (Seo) is definitely critical for having your web page ranked hugely in big research engine results' pages. But it's not generally as uncomplicated as acquiring an eye-catching webpage full of hyperlinks...,653c298a881861ccf5188ab63fa37ee2,male,PAN13-EN,6848b86c31ff951705fe0721,,I agree,5,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,6848b86c31ff951705fe0721,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,"14:55 I dare not make that phone call. It shouldn't matter, and we all agreed it wouldnt, so why have i put it off so long? 20:00 Plucked up the energy. Rang singer - no answer.11:35 Found out the info. on tele, hour after hour watching, for a glimpse, and then what, what would i do, or have achi...",4096193,0,BLOG,6848b86c31ff951705fe0721,,I agree,1,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,The napkins were set the platter was arranged bautifully the walls properly decorated the entertainment had arrived lets get ready to pary,13826_2,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Of course, the crowd is gathering for a meeting in a special location. It was time for the speaker to appear as a guest. He arrived at this important venue and spoke to the people He gave a speech during the session and the people sat down to hear him. After his speech, he posed for photographs with the attendees.",38553_0,Female,PASTEL,6848b86c31ff951705fe0721,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,"Sometimes I have a crazy notion that runs through my head. It's actually more like a recurring question that puzzles me at odd times and places but usually when I see some otherwise taken for granted ingenious invention. For example, it happened this past Sunday as I sat in an Emergency Room wait...",4012951,0,BLOG,6848b86c31ff951705fe0721,,I agree,2,4
